,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.879545783996582,0.09531931135763196,4.7264810562133786,0.13789087150106139,0.01,200,"{'learning_rate': 0.01, 'n_estimators': 200}",0.9176647414245604,0.9153211105942283,0.9175327453239454,0.9180196576499511,0.9204468495611601,0.917797020910769,0.0016302533752691577,1
1,1.628927755355835,0.10387216468068775,4.633673143386841,0.07815468314637665,0.01,400,"{'learning_rate': 0.01, 'n_estimators': 400}",0.9001348238565806,0.8901150379738288,0.8960991852773109,0.8970052169957389,0.8956914999150418,0.8958091528037002,0.0032453937925288486,2
2,2.4909541606903076,0.09897149289438553,5.005997562408448,0.32047867583662704,0.01,600,"{'learning_rate': 0.01, 'n_estimators': 600}",0.888516451378633,0.8817965066673074,0.8906325761862215,0.8870499479455728,0.8829588736773277,0.8861908711710125,0.0033356056973031525,4
3,2.407732534408569,0.1475968924714384,4.222183752059936,0.03949294773622173,0.01,800,"{'learning_rate': 0.01, 'n_estimators': 800}",0.8847911641112566,0.879711139566679,0.8828025986945045,0.8860656920729822,0.8779737395805751,0.8822688668051996,0.003034891169259833,7
4,2.9401743412017822,0.05317711488899812,4.182349586486817,0.029083834403897005,0.01,1000,"{'learning_rate': 0.01, 'n_estimators': 1000}",0.8856220207403707,0.8765017665560402,0.8785768924786332,0.8815508790630803,0.8780035795135692,0.8800510276703388,0.003232580732548155,10
5,3.5421417713165284,0.10491527599373796,4.168882036209107,0.01360016381394067,0.01,1200,"{'learning_rate': 0.01, 'n_estimators': 1200}",0.8855570838978019,0.8717787782225239,0.8795346853708556,0.8777486244787376,0.873246612672038,0.8775731569283913,0.004897249888128957,11
6,4.057557392120361,0.0349744734897913,4.20948805809021,0.05813422924867176,0.01,1400,"{'learning_rate': 0.01, 'n_estimators': 1400}",0.8793256130497427,0.8745757659217737,0.8759361829494193,0.8770428458786449,0.8721700436934248,0.875810090298601,0.0023944929252599427,16
7,4.720427942276001,0.06621174960414944,4.164291572570801,0.054929259832971464,0.01,1600,"{'learning_rate': 0.01, 'n_estimators': 1600}",0.8765093233389498,0.8714843233228886,0.8715900835710038,0.8759616909569117,0.8685022502093378,0.8728095342798184,0.0030139831112474236,20
8,5.53113431930542,0.423118049295856,4.14000825881958,0.014784473399020035,0.01,1800,"{'learning_rate': 0.01, 'n_estimators': 1800}",0.8715680414198881,0.8685415812823531,0.8720278482010528,0.8720961072789394,0.8651405081543101,0.8698748172673086,0.002706580149092562,23
9,5.843851947784424,0.16797572339933023,4.152188873291015,0.021504053315135486,0.01,2000,"{'learning_rate': 0.01, 'n_estimators': 2000}",0.8695165254694963,0.8664881376700944,0.8710934053337649,0.8726189608679796,0.8651601248385449,0.868975430835976,0.0027855734640068784,24
10,0.6302247047424316,0.010112980696024032,4.157035207748413,0.045473118183227766,0.02,200,"{'learning_rate': 0.02, 'n_estimators': 200}",0.8938078455503873,0.8915668947416172,0.8972840056103416,0.8970182571889338,0.8920951038455905,0.8943544213873741,0.0024021677958928982,3
11,1.1773877620697022,0.009284505066567025,4.207752323150634,0.11179018501050819,0.02,400,"{'learning_rate': 0.02, 'n_estimators': 400}",0.88446152374792,0.8774894743250745,0.8850025581649604,0.8821352621085425,0.8793107947423806,0.8816799226177757,0.0029036931539769702,8
12,1.7267061233520509,0.026672758730500224,4.156198406219483,0.020967246121340738,0.02,600,"{'learning_rate': 0.02, 'n_estimators': 600}",0.8819542128491894,0.8734847712159378,0.8805945452990402,0.8759445742197508,0.875396678289059,0.8774749563745955,0.003236617387451602,12
13,2.244275140762329,0.028018133941765232,4.149148321151733,0.03565715840377672,0.02,800,"{'learning_rate': 0.02, 'n_estimators': 800}",0.8744942021472113,0.8724000685116013,0.876955878823116,0.8772666077532817,0.8696730632461579,0.8741579640962737,0.0028569067451989154,17
14,2.9965837955474854,0.15545943103236043,4.167957067489624,0.03121872932041319,0.02,1000,"{'learning_rate': 0.02, 'n_estimators': 1000}",0.8706444313703257,0.8681559059298497,0.86918282841714,0.8712570190575636,0.8655180936309326,0.8689516556811622,0.0020325450393251345,25
15,3.454832172393799,0.046129773550950146,4.157522344589234,0.024993065530960618,0.02,1200,"{'learning_rate': 0.02, 'n_estimators': 1200}",0.8673062846650543,0.865703103358192,0.8677558729751391,0.8692398060634363,0.8598484170368924,0.8659706968197428,0.003262258115039496,29
16,4.205424880981445,0.1656303738668981,4.231946182250977,0.04332003152462532,0.02,1400,"{'learning_rate': 0.02, 'n_estimators': 1400}",0.8685776175199407,0.8617184482530231,0.8667058164227297,0.868194874812283,0.8586375772123988,0.8647668668440751,0.003921571932465804,31
17,4.643270444869995,0.06901383146639155,4.160273122787475,0.05816883019532152,0.02,1600,"{'learning_rate': 0.02, 'n_estimators': 1600}",0.8632178292581447,0.8619755287966513,0.8619649581272766,0.8655196410464412,0.8569536326959862,0.8619263179848999,0.0028039788066494885,35
18,5.215295696258545,0.16091747051987298,4.139919900894165,0.09138713048893535,0.02,1800,"{'learning_rate': 0.02, 'n_estimators': 1800}",0.862269610708515,0.8575790946256948,0.8633004287910802,0.8660014049100594,0.8530207890041539,0.8604342656079007,0.0045975658719051345,39
19,5.851960802078247,0.12211533335611088,4.177195453643799,0.04294798965019924,0.02,2000,"{'learning_rate': 0.02, 'n_estimators': 2000}",0.8593541218187634,0.8578568211272217,0.8560188793304947,0.8609482523279334,0.8541651789284889,0.8576686507065803,0.0023928254372278896,42
